regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,2,2023-02-10,2023-02-16,6.0,Submarino,Comércio Eletrônico,Demais Produtos,"Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.)",Entrega do Produto,Produto entregue incompleto / diferente do  pedido,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Produtos | Assunto: Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.) | Problema: Produto entregue incompleto / diferente do  pedido | Grupo: Entrega do Produto",Produto entregue incompleto ou diferente do pedido.,Entrega,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2023,11,2023-11-09,2023-11-16,7.0,Vivo - Telefônica,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Telecomunicações | Assunto: Internet Fixa | Problema: Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda) | Grupo: Vício de Qualidade",O cliente está enfrentando problemas com a qualidade do sinal da internet fixa.,Produto,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,11,2024-11-30,2024-12-05,5.0,Vivo - Telefônica,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Telecomunicações | Assunto: Internet Fixa | Problema: Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda) | Grupo: Vício de Qualidade",O cliente está enfrentando problemas com a qualidade do sinal da internet fixa.,Produto,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,5,2024-05-12,2024-05-21,9.0,Serasa Experian ,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Score / Pontuação de Crédito,Dados Pessoais e Privacidade,"Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Score / Pontuação de Crédito | Problema: Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros | Grupo: Dados Pessoais e Privacidade",Violação de privacidade financeira.,Produto,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2025,6,2025-06-30,2025-07-09,9.0,Samsung,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,Televisão,Vício de Qualidade,Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Produtos Eletrodomésticos e Eletrônicos | Assunto: Televisão | Problema: Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia | Grupo: Vício de Qualidade,Televisão não funciona após garantia expirada.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2025,1,2025-01-03,2025-01-10,7.0,Oi Fixo,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Telecomunicações | Assunto: Internet Fixa | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,Cliente alega que a oferta de internet fixa não foi cumprida e que o serviço não foi fornecido.,Contrato,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,3,2024-03-19,2024-03-21,2.0,Copa Airlines,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Transportes | Assunto: Aéreo | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,Cobrança indevida e abusiva por alterações ou cancelamento de contrato aéreo.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,7,2024-07-01,2024-07-10,9.0,iFood,Empresas de Intermediação de Serviços / Negócios,Demais Serviços ,Serviços de entrega / delivery,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Serviços de entrega / delivery | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de devolução de valor pago.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2025,3,2025-03-10,2025-03-13,3.0,99App,Empresas de Intermediação de Serviços / Negócios,Demais Serviços ,Aplicativo de mobilidade urbana,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Aplicativo de mobilidade urbana | Problema: Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança indevida por um serviço não fornecido ou fora do prazo.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,1,2023-01-14,2023-01-24,10.0,TAP Air Portugal,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Transportes | Assunto: Aéreo | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Dificuldade na devolução de valores pagos por serviços aéreos.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,6,2023-06-08,2023-06-12,4.0,Gol Linhas Aéreas,Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Transportes | Assunto: Aéreo | Problema: Dificuldade / demora para alterar o contrato de serviço (alteração de voo) | Grupo: Contrato / Oferta,Demora para alterar contrato de voo.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,5,2023-05-05,2023-05-12,7.0,Uber,Empresas de Intermediação de Serviços / Negócios,Demais Serviços ,Aplicativo de mobilidade urbana,Dados Pessoais e Privacidade,Dificuldade de cancelamento / eliminação de dados / revogação do consentimento,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Demais Serviços  | Assunto: Aplicativo de mobilidade urbana | Problema: Dificuldade de cancelamento / eliminação de dados / revogação do consentimento | Grupo: Dados Pessoais e Privacidade,Dificuldade em cancelar ou eliminar dados pessoais no aplicativo de mobilidade urbana.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2025,5,2025-05-23,2025-06-02,10.0,Sabemi Seguradora,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro de Vida,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Seguro de Vida | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato e documentação relacionados ao seguro de vida.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,10,2023-10-13,2023-10-20,7.0,Banrisul,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Vício de Qualidade,Bloqueio / Suspensão indevida do serviço,Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: Bloqueio / Suspensão indevida do serviço | Grupo: Vício de Qualidade,Conta corrente bloqueada sem motivo claro.,Atendimento,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2023,3,2023-03-02,,,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Loja física,N,N,Cancelada,,,0,"Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas) | Grupo: Cobrança / Contestação",Dúvida sobre cálculo de juros e saldo devedor do cartão de crédito consignado.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,8,2023-08-05,2023-08-07,2.0,Banco Pan ,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Vício de Qualidade,Bloqueio / Suspensão indevida do serviço,Internet,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Bloqueio / Suspensão indevida do serviço | Grupo: Vício de Qualidade,Cartão de crédito bloqueado sem motivo claro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2024,5,2024-05-09,2024-05-16,7.0,Azul Linhas Aéreas,Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,SAC - Dificuldade de contato / acesso,Internet,S,S,Finalizada avaliada,Resolvida,4.0,1,Área: Transportes | Assunto: Aéreo | Problema: SAC - Dificuldade de contato / acesso | Grupo: Atendimento / SAC,Dificuldade de contato com o SAC aéreo.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2024,11,2024-11-24,2024-12-04,10.0,Caixa Econômica Federal,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Negativação indevida referente a cobrança não reconhecida,Loja física,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Negativação indevida referente a cobrança não reconhecida | Grupo: Cobrança / Contestação,Negativação indevida de crédito pessoal.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2024,9,2024-09-22,2024-10-03,11.0,SKY,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,2.0,1,Área: Telecomunicações | Assunto: TV por Assinatura | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,Atrás de devolver valores pagos da TV por assinatura.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,mais de 70 anos,2024,9,2024-09-18,,,Banco do Brasil,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Não comprei / contratei,N,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato ou documentação relacionada ao cartão de crédito.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,10,2023-10-07,2023-10-10,3.0,Smiles,Programas de Fidelidade,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC",Dificuldade de contato com o programa de fidelidade.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2023,7,2023-07-04,2023-07-14,10.0,Zattini,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Contrato / Oferta,Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento),Internet,S,S,Finalizada avaliada,Resolvida,2.0,1,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento) | Grupo: Contrato / Oferta",Estabelecimento recusou cancelar compra fora do prazo de arrependimento.,Cancelamento,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2023,10,2023-10-17,2023-10-27,10.0,C6 Bank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,O cliente reclama sobre cobrança indevida por serviços ou produtos não contratados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2024,3,2024-03-17,,,Unimed Seguros Saúde,Operadoras de Planos de Saúde e Administradoras de Benefícios,Saúde,"Plano de Saúde (convênio, autogestão, seguro saúde )",Informação,Não recebimento de justificativa por escrito da negativa de cobertura,Não comprei / contratei,S,N,Cancelada,,,0,"Área: Saúde | Assunto: Plano de Saúde (convênio, autogestão, seguro saúde ) | Problema: Não recebimento de justificativa por escrito da negativa de cobertura | Grupo: Informação",Não recebeu justificativa escrita pela negativa de cobertura do plano de saúde.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2024,10,2024-10-23,2024-11-01,9.0,Adidas,"Vestuário, Calçados e Acessórios",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Produtos | Assunto: Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc) | Problema: Dificuldade de contato / demora no atendimento | Grupo: Atendimento / SAC",Dificuldade de contato com o atendimento do vestuário e artigos de uso pessoal.,Atendimento,Negativo,Media
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,4,2023-04-11,2023-04-11,0.0,123 Milhas,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Turismo/Viagens | Assunto: Pacote / excursão / agência de turismo | Problema: Dificuldade para alterar ou cancelar o contrato /serviço | Grupo: Contrato / Oferta,Dificuldade para alterar ou cancelar pacote de viagem.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 41 a 50 anos,2024,11,2024-11-27,,,Banco Bmg,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Loja física,S,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,"Tentei cancelar o crédito consignado, mas não consegui.",Atendimento,Negativo,Baixa
